type,commodity,commodity_origin_iso2,commodity_origin_country,commodity_destination_iso2,commodity_destination_country,date,value_m3
crossborder,natural_gas,AT,Austria,HU,Hungary,2023-01-13,484099.7488904781
crossborder,natural_gas,HR,Croatia,HU,Hungary,2023-01-11,1318574.2644834728
crossborder,natural_gas,HR,Croatia,HU,Hungary,2023-01-12,1360687.6160536164
crossborder,natural_gas,HR,Croatia,HU,Hungary,2023-01-13,1396728.3441296502
production,natural_gas,HU,Hungary,HU,Hungary,2023-01-11,-3133531.4847063683
production,natural_gas,HU,Hungary,HU,Hungary,2023-01-12,-3063674.739165737
production,natural_gas,HU,Hungary,HU,Hungary,2023-01-13,-3071121.5443094876
crossborder,natural_gas,RO,Romania,HU,Hungary,2023-01-11,3322806.630859016
crossborder,natural_gas,RO,Romania,HU,Hungary,2023-01-12,2744728.9596953224
crossborder,natural_gas,RO,Romania,HU,Hungary,2023-01-13,4321636.068479212
crossborder,natural_gas,RS,Serbia,HU,Hungary,2023-01-11,9646205.421324572
crossborder,natural_gas,RS,Serbia,HU,Hungary,2023-01-12,9637440.463644017
crossborder,natural_gas,RS,Serbia,HU,Hungary,2023-01-13,9633031.86838029
crossborder,natural_gas,RU,Russia,HU,Hungary,2023-01-11,2953.1130325006884
crossborder,natural_gas,RU,Russia,HU,Hungary,2023-01-12,10694.078741555628
crossborder,natural_gas,RU,Russia,HU,Hungary,2023-01-13,184.7421218867231
crossborder,natural_gas,GB,United Kingdom,IE,Ireland,2023-01-10,12132201.501273343
crossborder,natural_gas,GB,United Kingdom,IE,Ireland,2023-01-11,12855602.736618524
crossborder,natural_gas,GB,United Kingdom,IE,Ireland,2023-01-12,12376671.354893615
crossborder,natural_gas,AT,Austria,IT,Italy,2023-01-11,30743929.087616056
crossborder,natural_gas,AT,Austria,IT,Italy,2023-01-12,22584172.180559184
crossborder,natural_gas,AT,Austria,IT,Italy,2023-01-13,27268490.54448339
crossborder,natural_gas,CH,Switzerland,IT,Italy,2023-01-10,24468899.844613068
crossborder,natural_gas,CH,Switzerland,IT,Italy,2023-01-11,33595410.02726964
crossborder,natural_gas,CH,Switzerland,IT,Italy,2023-01-12,35665031.22527572
crossborder,natural_gas,DZ,Algeria,IT,Italy,2023-01-10,42428006.54626486
crossborder,natural_gas,DZ,Algeria,IT,Italy,2023-01-11,41173570.98886622
crossborder,natural_gas,DZ,Algeria,IT,Italy,2023-01-12,41604418.43303875
crossborder,natural_gas,GR,Greece,IT,Italy,2023-01-11,22136533.223824557
crossborder,natural_gas,GR,Greece,IT,Italy,2023-01-12,22335327.413035274
crossborder,natural_gas,GR,Greece,IT,Italy,2023-01-13,20041727.15955631
production,natural_gas,IT,Italy,IT,Italy,2023-01-10,6072217.3031486515
production,natural_gas,IT,Italy,IT,Italy,2023-01-11,5894731.571022844
production,natural_gas,IT,Italy,IT,Italy,2023-01-12,8026685.173922129
crossborder,natural_gas,LY,Libya,IT,Italy,2023-01-10,8040582.284481215
crossborder,natural_gas,LY,Libya,IT,Italy,2023-01-11,8006460.298795266
crossborder,natural_gas,LY,Libya,IT,Italy,2023-01-12,8013950.813421179
crossborder,natural_gas,lng,LNG,IT,Italy,2023-01-10,34292449.99925811
crossborder,natural_gas,lng,LNG,IT,Italy,2023-01-11,41804918.56633118
crossborder,natural_gas,lng,LNG,IT,Italy,2023-01-12,45077299.332622215
crossborder,natural_gas,RU,Russia,LT,Lithuania,2023-01-11,8382481.66299188
crossborder,natural_gas,RU,Russia,LT,Lithuania,2023-01-12,7658038.535013294
crossborder,natural_gas,RU,Russia,LT,Lithuania,2023-01-13,7221049.208849536
crossborder,natural_gas,lng,LNG,LT,Lithuania,2023-01-11,10517666.692080118
crossborder,natural_gas,lng,LNG,LT,Lithuania,2023-01-12,10493645.894172609
crossborder,natural_gas,lng,LNG,LT,Lithuania,2023-01-13,10276915.319480062
crossborder,natural_gas,BE,Belgium,LU,Luxembourg,2023-01-10,2454413.306270513
crossborder,natural_gas,BE,Belgium,LU,Luxembourg,2023-01-11,2235462.0408691154
crossborder,natural_gas,BE,Belgium,LU,Luxembourg,2023-01-12,2244609.972826087
crossborder,natural_gas,LT,Lithuania,LV,Latvia,2023-01-11,5566815.16245874
crossborder,natural_gas,LT,Lithuania,LV,Latvia,2023-01-12,6116085.056535475
crossborder,natural_gas,LT,Lithuania,LV,Latvia,2023-01-13,4299567.320678993
crossborder,natural_gas,ES,Spain,MA,Morocco,2023-01-10,1778050.7373901168
crossborder,natural_gas,ES,Spain,MA,Morocco,2023-01-11,1811726.6055280669
crossborder,natural_gas,ES,Spain,MA,Morocco,2023-01-12,1728924.6787148593
crossborder,natural_gas,RU,Russia,MD,Moldova,2023-01-10,2983613.6018058783
crossborder,natural_gas,RU,Russia,MD,Moldova,2023-01-11,10094446.454333816
crossborder,natural_gas,RU,Russia,MD,Moldova,2023-01-12,10364147.352412043
crossborder,natural_gas,BG,Bulgaria,MK,Macedonia,2023-01-10,1101810.6351351351
crossborder,natural_gas,BG,Bulgaria,MK,Macedonia,2023-01-11,1097781.5836965998
crossborder,natural_gas,BG,Bulgaria,MK,Macedonia,2023-01-12,1120390.684394071
crossborder,natural_gas,BE,Belgium,NL,Netherlands,2023-01-10,44852235.90468324
crossborder,natural_gas,BE,Belgium,NL,Netherlands,2023-01-11,44235049.271464944
crossborder,natural_gas,BE,Belgium,NL,Netherlands,2023-01-12,37145938.44652436
crossborder,natural_gas,DE,Germany,NL,Netherlands,2023-01-10,483352.0714038129
crossborder,natural_gas,DE,Germany,NL,Netherlands,2023-01-11,1893.8529896013863
crossborder,natural_gas,DE,Germany,NL,Netherlands,2023-01-12,9190.137911611786
production,natural_gas,NL,Netherlands,NL,Netherlands,2023-01-10,46078899.33799406
production,natural_gas,NL,Netherlands,NL,Netherlands,2023-01-11,46137760.586481735
production,natural_gas,NL,Netherlands,NL,Netherlands,2023-01-12,45688003.27832536
crossborder,natural_gas,NO,Norway,NL,Netherlands,2023-01-10,22904500.50511265
crossborder,natural_gas,NO,Norway,NL,Netherlands,2023-01-11,22121125.59415584
crossborder,natural_gas,NO,Norway,NL,Netherlands,2023-01-12,56651231.457452334
crossborder,natural_gas,GB,United Kingdom,NL,Netherlands,2023-01-11,9.77292027729636
crossborder,natural_gas,lng,LNG,NL,Netherlands,2023-01-10,52706914.642887205
crossborder,natural_gas,lng,LNG,NL,Netherlands,2023-01-11,53759341.38316038
crossborder,natural_gas,lng,LNG,NL,Netherlands,2023-01-12,53722025.68317265
crossborder,natural_gas,DE,Germany,PL,Poland,2023-01-11,7272150.773455359
crossborder,natural_gas,DE,Germany,PL,Poland,2023-01-12,5691993.49274302
crossborder,natural_gas,DE,Germany,PL,Poland,2023-01-13,3553317.038709734
crossborder,natural_gas,DK,Denmark,PL,Poland,2023-01-11,14787808.870405035
crossborder,natural_gas,DK,Denmark,PL,Poland,2023-01-12,14778232.140901702
crossborder,natural_gas,DK,Denmark,PL,Poland,2023-01-13,13798886.33769119
crossborder,natural_gas,LT,Lithuania,PL,Poland,2023-01-11,2024284.7606655287
crossborder,natural_gas,LT,Lithuania,PL,Poland,2023-01-12,1028246.0020363142
crossborder,natural_gas,LT,Lithuania,PL,Poland,2023-01-13,1434977.7040599198
production,natural_gas,PL,Poland,PL,Poland,2023-01-11,6271134.765437986
production,natural_gas,PL,Poland,PL,Poland,2023-01-12,6327889.9495999385
production,natural_gas,PL,Poland,PL,Poland,2023-01-13,6321599.366670872
crossborder,natural_gas,SK,Slovakia,PL,Poland,2023-01-11,6.550502842151289
crossborder,natural_gas,lng,LNG,PL,Poland,2023-01-11,19747277.989991292
crossborder,natural_gas,lng,LNG,PL,Poland,2023-01-12,19753886.01272488
crossborder,natural_gas,lng,LNG,PL,Poland,2023-01-13,20135478.72137907
crossborder,natural_gas,ES,Spain,PT,Portugal,2023-01-12,1052475.6769950958
crossborder,natural_gas,ES,Spain,PT,Portugal,2023-01-13,1200185.616332642
crossborder,natural_gas,lng,LNG,PT,Portugal,2023-01-11,12898457.125372317
crossborder,natural_gas,lng,LNG,PT,Portugal,2023-01-12,14058390.15510829
crossborder,natural_gas,lng,LNG,PT,Portugal,2023-01-13,13924942.956101185
crossborder,natural_gas,BG,Bulgaria,RO,Romania,2023-01-10,1789644.203828397
crossborder,natural_gas,BG,Bulgaria,RO,Romania,2023-01-11,1524294.9426809065
crossborder,natural_gas,BG,Bulgaria,RO,Romania,2023-01-12,412341.9306643417
production,natural_gas,RO,Romania,RO,Romania,2023-01-10,24229079.138290297
production,natural_gas,RO,Romania,RO,Romania,2023-01-11,24034313.59666073
production,natural_gas,RO,Romania,RO,Romania,2023-01-12,24400851.14750668
crossborder,natural_gas,BG,Bulgaria,RS,Serbia,2023-01-10,21096641.99081756
crossborder,natural_gas,BG,Bulgaria,RS,Serbia,2023-01-11,22244954.92904757
crossborder,natural_gas,BG,Bulgaria,RS,Serbia,2023-01-12,21318609.88377969
crossborder,natural_gas,HU,Hungary,RS,Serbia,2023-01-11,1112657.200186476
crossborder,natural_gas,HU,Hungary,RS,Serbia,2023-01-12,1112452.3766841118
crossborder,natural_gas,HU,Hungary,RS,Serbia,2023-01-13,1116019.699544943
crossborder,natural_gas,LT,Lithuania,RU,Russia,2023-01-11,7899557.675206994
crossborder,natural_gas,LT,Lithuania,RU,Russia,2023-01-12,7156123.336357577
crossborder,natural_gas,LT,Lithuania,RU,Russia,2023-01-13,6960702.6703695115
crossborder,natural_gas,AT,Austria,SI,Slovenia,2023-01-10,2767038.088731372
crossborder,natural_gas,AT,Austria,SI,Slovenia,2023-01-11,2191507.223413704
crossborder,natural_gas,AT,Austria,SI,Slovenia,2023-01-12,1870703.7697501096
crossborder,natural_gas,IT,Italy,SI,Slovenia,2023-01-10,1615709.2006054767
crossborder,natural_gas,IT,Italy,SI,Slovenia,2023-01-11,1090839.2754395236
crossborder,natural_gas,IT,Italy,SI,Slovenia,2023-01-12,1097182.4464711335
crossborder,natural_gas,CZ,Czech Republic,SK,Slovakia,2023-01-11,3985658.957702621
crossborder,natural_gas,CZ,Czech Republic,SK,Slovakia,2023-01-12,4158227.1780549055
crossborder,natural_gas,CZ,Czech Republic,SK,Slovakia,2023-01-13,4318815.867099566
crossborder,natural_gas,HU,Hungary,SK,Slovakia,2023-01-11,4674033.185262607
crossborder,natural_gas,HU,Hungary,SK,Slovakia,2023-01-12,4675135.876665795
crossborder,natural_gas,HU,Hungary,SK,Slovakia,2023-01-13,4480649.220586955
crossborder,natural_gas,RU,Russia,SK,Slovakia,2023-01-10,29274905.208278865
crossborder,natural_gas,RU,Russia,SK,Slovakia,2023-01-11,29246702.82500654
crossborder,natural_gas,RU,Russia,SK,Slovakia,2023-01-12,29302987.182024233
crossborder,natural_gas,IT,Italy,SM,San Marino,2023-01-10,212605.71449388863
crossborder,natural_gas,IT,Italy,SM,San Marino,2023-01-11,120788.00829885666
crossborder,natural_gas,IT,Italy,SM,San Marino,2023-01-12,224149.51328084516
crossborder,natural_gas,HU,Hungary,UA,Ukraine,2023-01-11,3795948.0792797306
crossborder,natural_gas,HU,Hungary,UA,Ukraine,2023-01-12,3120938.8822683394
crossborder,natural_gas,HU,Hungary,UA,Ukraine,2023-01-13,2279894.9189109253
crossborder,natural_gas,RU,Russia,UA,Ukraine,2023-01-10,1110297.0668895536
crossborder,natural_gas,RU,Russia,UA,Ukraine,2023-01-11,1050576.5417452247
crossborder,natural_gas,RU,Russia,UA,Ukraine,2023-01-12,957032.5336649552
crossborder,natural_gas,RU,Russia,UA,Ukraine,2023-01-10,35113524.69751468
crossborder,natural_gas,RU,Russia,UA,Ukraine,2023-01-11,35168598.346566
crossborder,natural_gas,RU,Russia,UA,Ukraine,2023-01-12,35026862.06620132
crossborder,natural_gas,SK,Slovakia,UA,Ukraine,2023-01-10,6432597.442984254
crossborder,natural_gas,SK,Slovakia,UA,Ukraine,2023-01-11,5708000.69444917
crossborder,natural_gas,SK,Slovakia,UA,Ukraine,2023-01-12,5997551.851261846
crossborder,natural_gas,IE,Ireland,GB,United Kingdom,2023-01-10,63975.55762711864
crossborder,natural_gas,IE,Ireland,GB,United Kingdom,2023-01-11,61664.254483347555
crossborder,natural_gas,IE,Ireland,GB,United Kingdom,2023-01-12,65057.35152284263
crossborder,natural_gas,NL,Netherlands,GB,United Kingdom,2023-01-10,140127.96813852811
crossborder,natural_gas,NL,Netherlands,GB,United Kingdom,2023-01-11,136844.97255411255
crossborder,natural_gas,NL,Netherlands,GB,United Kingdom,2023-01-12,134153.18800865798
crossborder,natural_gas,NO,Norway,GB,United Kingdom,2023-01-10,134265655.87570134
crossborder,natural_gas,NO,Norway,GB,United Kingdom,2023-01-11,128347477.66346031
crossborder,natural_gas,NO,Norway,GB,United Kingdom,2023-01-12,126515991.98026718
production,natural_gas,GB,United Kingdom,GB,United Kingdom,2023-01-10,57344734.53532415
production,natural_gas,GB,United Kingdom,GB,United Kingdom,2023-01-11,53240437.81976595
production,natural_gas,GB,United Kingdom,GB,United Kingdom,2023-01-12,53940736.16212697
crossborder,natural_gas,lng,LNG,GB,United Kingdom,2023-01-10,56023587.82083792
crossborder,natural_gas,lng,LNG,GB,United Kingdom,2023-01-11,69115954.11056408
crossborder,natural_gas,lng,LNG,GB,United Kingdom,2023-01-12,63547990.50549367
crossborder,natural_gas,DE,Germany,AT,Austria,2023-01-14,13023749.784922143
crossborder,natural_gas,DE,Germany,AT,Austria,2023-01-15,10049916.8873551
crossborder,natural_gas,DE,Germany,AT,Austria,2023-01-16,15811591.178036451
crossborder,natural_gas,DE,Germany,AT,Austria,2023-01-17,24727632.62338621
crossborder,natural_gas,DE,Germany,AT,Austria,2023-01-18,29380315.130494226
crossborder,natural_gas,SK,Slovakia,AT,Austria,2023-01-14,17901334.518773615
crossborder,natural_gas,SK,Slovakia,AT,Austria,2023-01-15,17417995.031148516
crossborder,natural_gas,SK,Slovakia,AT,Austria,2023-01-16,18595107.094167255
crossborder,natural_gas,SK,Slovakia,AT,Austria,2023-01-17,14418291.938591711
crossborder,natural_gas,SK,Slovakia,AT,Austria,2023-01-18,14170322.93025736
crossborder,natural_gas,FR,France,BE,Belgium,2023-01-13,18425696.21011312
crossborder,natural_gas,FR,France,BE,Belgium,2023-01-14,17705822.266114026
crossborder,natural_gas,FR,France,BE,Belgium,2023-01-15,18233843.581470188
crossborder,natural_gas,FR,France,BE,Belgium,2023-01-16,17098708.373375513
crossborder,natural_gas,FR,France,BE,Belgium,2023-01-17,24271875.051749207
crossborder,natural_gas,NL,Netherlands,BE,Belgium,2023-01-13,11859580.625548923
crossborder,natural_gas,NL,Netherlands,BE,Belgium,2023-01-14,11336390.26900104
crossborder,natural_gas,NL,Netherlands,BE,Belgium,2023-01-15,11698470.961411797
crossborder,natural_gas,NL,Netherlands,BE,Belgium,2023-01-16,24259434.5783772
crossborder,natural_gas,NL,Netherlands,BE,Belgium,2023-01-17,28205111.372779988
crossborder,natural_gas,NO,Norway,BE,Belgium,2023-01-13,43641429.68485581
crossborder,natural_gas,NO,Norway,BE,Belgium,2023-01-14,43694945.47349793
crossborder,natural_gas,NO,Norway,BE,Belgium,2023-01-15,43676269.25815639
crossborder,natural_gas,NO,Norway,BE,Belgium,2023-01-16,43667086.45901639
crossborder,natural_gas,NO,Norway,BE,Belgium,2023-01-17,43597482.937343575
crossborder,natural_gas,GB,United Kingdom,BE,Belgium,2023-01-13,36327872.847875305
crossborder,natural_gas,GB,United Kingdom,BE,Belgium,2023-01-14,19216576.2616578
crossborder,natural_gas,GB,United Kingdom,BE,Belgium,2023-01-15,10820516.092389412
crossborder,natural_gas,GB,United Kingdom,BE,Belgium,2023-01-16,13593853.206356118
crossborder,natural_gas,GB,United Kingdom,BE,Belgium,2023-01-17,19909675.657459043
crossborder,natural_gas,lng,LNG,BE,Belgium,2023-01-13,38096441.26794672
crossborder,natural_gas,lng,LNG,BE,Belgium,2023-01-14,31462891.99714385
crossborder,natural_gas,lng,LNG,BE,Belgium,2023-01-15,31866641.121967655
crossborder,natural_gas,lng,LNG,BE,Belgium,2023-01-16,29462567.49538668
crossborder,natural_gas,lng,LNG,BE,Belgium,2023-01-17,34936967.99301242
crossborder,natural_gas,CH,Switzerland,BG,Bulgaria,2023-01-14,3781182.9001964703
crossborder,natural_gas,CH,Switzerland,BG,Bulgaria,2023-01-15,3783104.2087768367
crossborder,natural_gas,CH,Switzerland,BG,Bulgaria,2023-01-16,3783929.5181840574
crossborder,natural_gas,CH,Switzerland,BG,Bulgaria,2023-01-17,3784702.5466240426
crossborder,natural_gas,CH,Switzerland,BG,Bulgaria,2023-01-18,3785543.8370257
crossborder,natural_gas,GR,Greece,BG,Bulgaria,2023-01-14,6992011.066304101
crossborder,natural_gas,GR,Greece,BG,Bulgaria,2023-01-15,7122550.671917614
crossborder,natural_gas,GR,Greece,BG,Bulgaria,2023-01-16,7892527.768871209
crossborder,natural_gas,GR,Greece,BG,Bulgaria,2023-01-17,7181899.886159413
crossborder,natural_gas,GR,Greece,BG,Bulgaria,2023-01-18,7320631.301754523
crossborder,natural_gas,RU,Russia,BG,Bulgaria,2023-01-13,27478904.87553627
crossborder,natural_gas,RU,Russia,BG,Bulgaria,2023-01-14,24713863.71756435
crossborder,natural_gas,RU,Russia,BG,Bulgaria,2023-01-15,23220082.369044103
crossborder,natural_gas,RU,Russia,BG,Bulgaria,2023-01-16,24557712.317807157
crossborder,natural_gas,RU,Russia,BG,Bulgaria,2023-01-17,23804878.36182157
crossborder,natural_gas,DE,Germany,CH,Switzerland,2023-01-13,19256123.12234432
crossborder,natural_gas,DE,Germany,CH,Switzerland,2023-01-14,5032147.083587288
crossborder,natural_gas,DE,Germany,CH,Switzerland,2023-01-15,3436077.364293805
crossborder,natural_gas,DE,Germany,CH,Switzerland,2023-01-16,18588947.39225266
crossborder,natural_gas,DE,Germany,CH,Switzerland,2023-01-17,11795717.560621072
crossborder,natural_gas,FR,France,CH,Switzerland,2023-01-12,23260084.765938863
crossborder,natural_gas,FR,France,CH,Switzerland,2023-01-13,23908019.392233856
crossborder,natural_gas,FR,France,CH,Switzerland,2023-01-14,22969363.32999128
crossborder,natural_gas,FR,France,CH,Switzerland,2023-01-15,22927808.949825477
crossborder,natural_gas,FR,France,CH,Switzerland,2023-01-16,23058414.955613572
crossborder,natural_gas,FR,France,CH,Switzerland,2023-01-17,23235411.09695652
crossborder,natural_gas,IT,Italy,CH,Switzerland,2023-01-13,553883.5547998954
crossborder,natural_gas,IT,Italy,CH,Switzerland,2023-01-14,485752.88551352115
crossborder,natural_gas,IT,Italy,CH,Switzerland,2023-01-15,511628.54020077706
crossborder,natural_gas,IT,Italy,CH,Switzerland,2023-01-16,615502.914850763
crossborder,natural_gas,IT,Italy,CH,Switzerland,2023-01-17,630836.6591881138
crossborder,natural_gas,DE,Germany,CZ,Czech Republic,2023-01-14,22585200.112606466
crossborder,natural_gas,DE,Germany,CZ,Czech Republic,2023-01-15,20955361.8852807
crossborder,natural_gas,DE,Germany,CZ,Czech Republic,2023-01-16,21211482.88353549
crossborder,natural_gas,DE,Germany,CZ,Czech Republic,2023-01-17,13164116.24990493
crossborder,natural_gas,DE,Germany,CZ,Czech Republic,2023-01-18,14666363.182970213
crossborder,natural_gas,AT,Austria,DE,Germany,2023-01-14,15339.507598784194
crossborder,natural_gas,BE,Belgium,DE,Germany,2023-01-13,74900531.10492392
crossborder,natural_gas,BE,Belgium,DE,Germany,2023-01-14,71072936.49848434
crossborder,natural_gas,BE,Belgium,DE,Germany,2023-01-15,64917051.23962638
crossborder,natural_gas,BE,Belgium,DE,Germany,2023-01-16,52143053.73532327
crossborder,natural_gas,BE,Belgium,DE,Germany,2023-01-17,48723579.56629308
production,natural_gas,DE,Germany,DE,Germany,2023-01-14,12771026.699675703
production,natural_gas,DE,Germany,DE,Germany,2023-01-15,12515890.999442449
production,natural_gas,DE,Germany,DE,Germany,2023-01-16,12850069.2200673
production,natural_gas,DE,Germany,DE,Germany,2023-01-17,12646534.233983418
production,natural_gas,DE,Germany,DE,Germany,2023-01-18,12756277.581114642
crossborder,natural_gas,DK,Denmark,DE,Germany,2023-01-17,1147886.986396326
crossborder,natural_gas,DK,Denmark,DE,Germany,2023-01-18,1006033.0826546524
crossborder,natural_gas,FR,France,DE,Germany,2023-01-13,25616717.834201388
crossborder,natural_gas,FR,France,DE,Germany,2023-01-14,20070592.425955884
crossborder,natural_gas,FR,France,DE,Germany,2023-01-15,23109476.84782609
crossborder,natural_gas,FR,France,DE,Germany,2023-01-16,25946779.329350583
crossborder,natural_gas,FR,France,DE,Germany,2023-01-17,28583615.293767884
crossborder,natural_gas,NL,Netherlands,DE,Germany,2023-01-14,94465428.0448662
crossborder,natural_gas,NL,Netherlands,DE,Germany,2023-01-15,90317200.4907681
crossborder,natural_gas,NL,Netherlands,DE,Germany,2023-01-16,84591826.51569977
crossborder,natural_gas,NL,Netherlands,DE,Germany,2023-01-17,82552680.85887317
crossborder,natural_gas,NL,Netherlands,DE,Germany,2023-01-18,91132412.87610991
crossborder,natural_gas,NO,Norway,DE,Germany,2023-01-14,90406979.8495625
crossborder,natural_gas,NO,Norway,DE,Germany,2023-01-15,110221794.27102757
crossborder,natural_gas,NO,Norway,DE,Germany,2023-01-16,113381549.74986452
crossborder,natural_gas,NO,Norway,DE,Germany,2023-01-17,115264130.286003
crossborder,natural_gas,NO,Norway,DE,Germany,2023-01-18,112762777.38216428
crossborder,natural_gas,lng,LNG,DE,Germany,2023-01-14,3119078.8215291724
crossborder,natural_gas,lng,LNG,DE,Germany,2023-01-15,1666857.4447562257
crossborder,natural_gas,lng,LNG,DE,Germany,2023-01-16,12495419.929574303
crossborder,natural_gas,lng,LNG,DE,Germany,2023-01-17,15678139.00138129
crossborder,natural_gas,lng,LNG,DE,Germany,2023-01-18,17345786.433693416
crossborder,natural_gas,DE,Germany,DK,Denmark,2023-01-14,1395827.3244863013
crossborder,natural_gas,DE,Germany,DK,Denmark,2023-01-15,1532118.993442057
crossborder,natural_gas,DE,Germany,DK,Denmark,2023-01-16,2097413.001823233
crossborder,natural_gas,DZ,Algeria,ES,Spain,2023-01-13,24393942.90680727
crossborder,natural_gas,DZ,Algeria,ES,Spain,2023-01-14,24268605.983136445
crossborder,natural_gas,DZ,Algeria,ES,Spain,2023-01-15,24479608.17407312
crossborder,natural_gas,DZ,Algeria,ES,Spain,2023-01-16,24506155.092917703
crossborder,natural_gas,DZ,Algeria,ES,Spain,2023-01-17,24533939.65981148
production,natural_gas,ES,Spain,ES,Spain,2023-01-13,79140.8288551653
production,natural_gas,ES,Spain,ES,Spain,2023-01-14,78916.27272727272
production,natural_gas,ES,Spain,ES,Spain,2023-01-15,69059.0909090909
production,natural_gas,ES,Spain,ES,Spain,2023-01-16,73139.72727272726
production,natural_gas,ES,Spain,ES,Spain,2023-01-17,72546.45454545453
crossborder,natural_gas,FR,France,ES,Spain,2023-01-13,46388.86944587407
crossborder,natural_gas,FR,France,ES,Spain,2023-01-14,80122.9925379535
crossborder,natural_gas,FR,France,ES,Spain,2023-01-15,46132.807062655345
crossborder,natural_gas,FR,France,ES,Spain,2023-01-16,102108.45244193988
crossborder,natural_gas,FR,France,ES,Spain,2023-01-17,159480.38294057376
crossborder,natural_gas,PT,Portugal,ES,Spain,2023-01-14,1778019.727063045
crossborder,natural_gas,PT,Portugal,ES,Spain,2023-01-16,3814678.848604891
crossborder,natural_gas,PT,Portugal,ES,Spain,2023-01-17,4919891.73543375
crossborder,natural_gas,PT,Portugal,ES,Spain,2023-01-18,5358036.771112455
crossborder,natural_gas,lng,LNG,ES,Spain,2023-01-13,50874244.76345626
crossborder,natural_gas,lng,LNG,ES,Spain,2023-01-14,45362101.87588367
crossborder,natural_gas,lng,LNG,ES,Spain,2023-01-15,40224410.221467465
crossborder,natural_gas,lng,LNG,ES,Spain,2023-01-16,50639797.37043275
crossborder,natural_gas,lng,LNG,ES,Spain,2023-01-17,50594698.58227075
crossborder,natural_gas,EE,Estonia,FI,Finland,2023-01-13,1459947.6513636364
crossborder,natural_gas,EE,Estonia,FI,Finland,2023-01-14,1564462.3772727272
crossborder,natural_gas,EE,Estonia,FI,Finland,2023-01-15,1272904.975
crossborder,natural_gas,EE,Estonia,FI,Finland,2023-01-16,1291568.5963636364
crossborder,natural_gas,EE,Estonia,FI,Finland,2023-01-17,1535535.1404545454
crossborder,natural_gas,lng,LNG,FI,Finland,2023-01-14,396831.0568181818
crossborder,natural_gas,lng,LNG,FI,Finland,2023-01-15,417605.8290909091
crossborder,natural_gas,lng,LNG,FI,Finland,2023-01-16,436683.3940909091
crossborder,natural_gas,lng,LNG,FI,Finland,2023-01-17,437838.0436363637
crossborder,natural_gas,BE,Belgium,FR,France,2023-01-15,3837.191561590688
crossborder,natural_gas,BE,Belgium,FR,France,2023-01-16,10309849.286821704
crossborder,natural_gas,BE,Belgium,FR,France,2023-01-17,10734180.574879227
crossborder,natural_gas,ES,Spain,FR,France,2023-01-13,2292167.0523342434
crossborder,natural_gas,ES,Spain,FR,France,2023-01-14,3756183.595016382
crossborder,natural_gas,ES,Spain,FR,France,2023-01-15,9612147.76733658
crossborder,natural_gas,ES,Spain,FR,France,2023-01-16,4377745.698416652
crossborder,natural_gas,ES,Spain,FR,France,2023-01-17,7557396.726348401
crossborder,natural_gas,NO,Norway,FR,France,2023-01-12,49033859.84182776
crossborder,natural_gas,NO,Norway,FR,France,2023-01-13,47560547.52108962
crossborder,natural_gas,NO,Norway,FR,France,2023-01-14,39521245.606326886
crossborder,natural_gas,NO,Norway,FR,France,2023-01-15,33484636.00746924
crossborder,natural_gas,NO,Norway,FR,France,2023-01-16,33584449.854130045
crossborder,natural_gas,NO,Norway,FR,France,2023-01-17,37166351.98812665
crossborder,natural_gas,lng,LNG,FR,France,2023-01-12,87434827.84944646
crossborder,natural_gas,lng,LNG,FR,France,2023-01-13,81084013.07311839
crossborder,natural_gas,lng,LNG,FR,France,2023-01-14,84946554.4580443
crossborder,natural_gas,lng,LNG,FR,France,2023-01-15,85526500.14793673
crossborder,natural_gas,lng,LNG,FR,France,2023-01-16,86271914.48079641
crossborder,natural_gas,lng,LNG,FR,France,2023-01-17,93523827.4447858
crossborder,natural_gas,AZ,Azerbaijan,GR,Greece,2023-01-14,28419717.587834787
crossborder,natural_gas,AZ,Azerbaijan,GR,Greece,2023-01-15,28401917.71617983
crossborder,natural_gas,AZ,Azerbaijan,GR,Greece,2023-01-16,30553934.72373713
crossborder,natural_gas,AZ,Azerbaijan,GR,Greece,2023-01-17,30568956.49079012
crossborder,natural_gas,AZ,Azerbaijan,GR,Greece,2023-01-18,31044868.60126275
production,natural_gas,HR,Croatia,HR,Croatia,2023-01-13,1422593.4565002609
production,natural_gas,HR,Croatia,HR,Croatia,2023-01-14,1450473.8279141495
production,natural_gas,HR,Croatia,HR,Croatia,2023-01-15,1445646.5733860328
production,natural_gas,HR,Croatia,HR,Croatia,2023-01-16,1433096.3641473723
production,natural_gas,HR,Croatia,HR,Croatia,2023-01-17,1460107.6958208908
crossborder,natural_gas,SI,Slovenia,HR,Croatia,2023-01-16,274048.78328981716
crossborder,natural_gas,SI,Slovenia,HR,Croatia,2023-01-17,156688.83120271328
crossborder,natural_gas,lng,LNG,HR,Croatia,2023-01-13,7154853.742788765
crossborder,natural_gas,lng,LNG,HR,Croatia,2023-01-14,6842682.738307232
crossborder,natural_gas,lng,LNG,HR,Croatia,2023-01-15,6971883.465684754
crossborder,natural_gas,lng,LNG,HR,Croatia,2023-01-16,7784709.023119647
crossborder,natural_gas,lng,LNG,HR,Croatia,2023-01-17,7829994.165951402
crossborder,natural_gas,AT,Austria,HU,Hungary,2023-01-14,1155458.6460936111
crossborder,natural_gas,AT,Austria,HU,Hungary,2023-01-15,1313875.047628471
