departure_date_utc,arrival_date_utc,status,commodity_origin_iso2,commodity_destination_iso2,commodity_destination_region,commodity,value_tonne,value_eur
2022-04-23T05:09:00Z,2022-06-17T09:25:00Z,completed,RU,KR,South Korea,coal,92484,16772435.82
2022-04-23T03:58:00Z,2022-05-23T09:41:00Z,completed,RU,IN,India,crude_oil,105189,47828699.42502345
2022-04-21T18:43:00Z,2022-04-27T11:26:00Z,completed,RU,NL,EU,crude_oil,115867,54027927.580875
2022-04-23T10:20:00Z,2022-04-30T00:33:00Z,completed,RU,TW,Others,coal,42584,7722821.32
2022-04-23T05:21:00Z,2022-05-03T21:59:00Z,completed,RU,JP,Others,coal,19998,4464473.508
2022-04-22T03:45:00Z,2022-05-03T08:38:00Z,completed,RU,MY,Others,coal,93222,16921470.996
2022-04-23T10:13:00Z,2022-05-10T04:26:00Z,completed,RU,TR,Turkey,coal,76602,12956462.28
2022-04-22T21:44:00Z,2022-05-05T05:18:00Z,completed,RU,JP,Others,coal,28218,6281185.71
2022-04-22T00:31:00Z,2022-04-27T23:39:00Z,completed,RU,GB,United Kingdom,oil_or_chemical,38734,33115943.172
2022-04-21T23:17:00Z,2022-06-05T08:44:00Z,completed,RU,CN,China,crude_oil,110066,51322964.06325
2022-04-21T20:51:00Z,2022-05-12T03:33:00Z,completed,RU,GR,EU,crude_oil,115873,54030725.336625
2022-04-23T13:28:00Z,2022-04-26T07:34:00Z,completed,RU,BG,EU,oil_products,7097,6032279.672
2022-04-23T13:54:00Z,2022-04-30T13:11:00Z,completed,RU,FR,EU,oil_or_chemical,50922,43282477.872
2022-04-24T01:16:00Z,2022-05-11T00:17:00Z,completed,RU,AE,Others,crude_oil,159055,72162770.2217556
2022-04-23T23:32:00Z,2022-05-10T23:52:00Z,completed,KZ,AE,Others,crude_oil,158597,72112941.87329896
2022-04-23T17:22:00Z,2022-05-19T04:02:00Z,completed,RU,TR,Turkey,oil_products,7031,5727459.631
2022-04-24T01:15:00Z,2022-05-02T13:19:00Z,completed,RU,DE,EU,coal,80300,20419968.8
2022-04-23T22:07:00Z,2022-05-02T12:02:00Z,completed,RU,CN,China,coal,23151,4063370.916
2022-04-23T22:36:00Z,2022-04-29T01:41:00Z,completed,RU,NL,EU,oil_or_chemical,38734,32922970.384
2022-04-24T00:34:00Z,2022-05-04T18:20:00Z,completed,RU,ES,EU,coal,50329,12798463.384
2022-04-23T20:10:00Z,2022-06-27T09:18:00Z,completed,RU,IR,Others,coal,84062,15245064.01
2022-04-25T17:16:00Z,2022-05-05T19:59:00Z,completed,RU,NL,EU,oil_or_chemical,52622,44199427.924
2022-04-13T17:46:00Z,2022-04-20T21:41:00Z,completed,RU,KR,South Korea,coal,5265,969465.51
2022-04-23T05:03:00Z,2022-04-28T01:43:00Z,completed,RU,RU,Others,oil_products,7032,5342491.68
2022-04-22T20:11:00Z,2022-04-30T09:42:00Z,completed,RU,TR,Turkey,oil_or_chemical,7074,5799215.682
2022-01-03T10:02:00Z,2022-01-11T06:37:00Z,completed,RU,JP,Others,coal,82090,12664106.39
2022-04-30T19:46:00Z,2022-05-09T07:29:00Z,completed,RU,FR,EU,lng,96703,96869425.863
2022-04-30T07:24:00Z,2022-04-30T07:52:00Z,completed,RU,RU,Others,oil_products,7111,5244056.727
2022-05-03T01:12:00Z,2022-05-10T03:16:00Z,completed,RU,JP,Others,lng,74497,46198718.574
2022-05-03T00:48:00Z,2022-05-10T16:43:00Z,completed,RU,BE,EU,lng,96851,95637263.268
2022-04-12T04:23:00Z,2022-05-21T00:50:00Z,completed,KZ,CN,China,crude_oil,163111,76352875.80141562
2022-04-27T01:09:00Z,2022-05-03T00:22:00Z,completed,RU,RO,EU,coal,6125,1541791.125
2022-04-27T18:34:00Z,2022-05-03T03:28:00Z,completed,RU,FI,EU,coal,8000,2013768
2022-04-30T04:41:00Z,2022-04-30T05:02:00Z,completed,RU,RU,Others,oil_or_chemical,7005,5165886.285
2022-05-01T21:29:00Z,2022-05-06T04:53:00Z,completed,RU,TR,Turkey,oil_products,7022,5542773.568
2022-04-24T11:11:00Z,2022-05-01T09:24:00Z,completed,RU,KR,South Korea,crude_oil,110503,55671669.16025873
2022-04-29T14:10:00Z,2022-05-04T04:59:00Z,completed,RU,CN,China,crude_oil,114674,61769936.86335649
2022-04-30T19:54:00Z,2022-05-12T18:45:00Z,completed,RU,CN,China,crude_oil,107518,57915918.88222611
2022-05-02T16:12:00Z,2022-05-11T07:02:00Z,completed,RU,CN,China,crude_oil,110295,59618646.286786936
2022-04-29T12:26:00Z,2022-04-30T09:10:00Z,completed,RU,KZ,Others,oil_products,12365,9127620.43
2022-04-24T14:48:00Z,2022-04-29T14:11:00Z,completed,KZ,GR,EU,crude_oil,157477,71446836.41640568
2022-04-24T20:04:00Z,2022-04-29T20:59:00Z,completed,RU,TR,Turkey,coal,23923,4045331.454
2022-04-25T12:47:00Z,2022-05-17T03:23:00Z,completed,KZ,IN,India,crude_oil,149990,62675839.97991619
2022-04-25T06:15:00Z,2022-04-30T23:48:00Z,completed,KZ,IT,EU,crude_oil,112777,47125763.08697252
2022-04-26T01:40:00Z,2022-05-03T14:22:00Z,completed,KZ,IT,EU,crude_oil,149992,68838908.17835362
2022-04-25T19:08:00Z,2022-04-25T20:23:00Z,completed,RU,RU,Others,oil_or_chemical,46144,34641039.104
2022-04-25T14:27:00Z,2022-05-08T14:15:00Z,completed,RU,TR,Turkey,oil_or_chemical,40099,32287915.295
2022-04-26T09:39:00Z,2022-05-30T05:50:00Z,completed,KZ,CN,China,crude_oil,158692,72831777.80574493
2022-04-26T07:30:00Z,2022-05-09T13:24:00Z,completed,RU,TR,Turkey,oil_or_chemical,37866,30283219.902
2022-04-26T21:05:00Z,2022-05-11T04:51:00Z,completed,KZ,NL,EU,crude_oil,163216,74908070.01198842
2022-04-27T11:24:00Z,2022-05-16T10:37:00Z,completed,RU,DZ,Others,coal,37653,6823740.231
2022-04-27T08:42:00Z,2022-05-09T07:46:00Z,completed,RU,TR,Turkey,oil_or_chemical,6998,5566755.044
2022-04-27T05:39:00Z,2022-04-27T08:13:00Z,completed,KZ,RU,Others,crude_oil,149999,69874938.31614617
2022-04-28T01:43:00Z,2022-05-06T16:28:00Z,completed,KZ,ES,EU,crude_oil,158267,76760701.23538107
2022-04-27T15:41:00Z,2022-05-01T09:38:00Z,completed,KZ,RO,EU,crude_oil,115814,53950333.70986575
2022-04-27T14:06:00Z,2022-04-29T11:36:00Z,completed,RU,TR,Turkey,oil_or_chemical,40410,32145265.98
2022-04-28T12:59:00Z,2022-05-06T19:19:00Z,completed,RU,GR,EU,crude_oil,40039,19419220.15810891
2022-04-28T04:08:00Z,2022-05-03T05:20:00Z,completed,RU,TR,Turkey,oil_or_chemical,39378,31212971.7
2022-04-28T21:59:00Z,2022-05-06T05:09:00Z,completed,KZ,IT,EU,crude_oil,158671,76956644.31447585
2022-04-28T21:24:00Z,2022-05-01T06:18:00Z,completed,RU,TR,Turkey,coal,16988,2899019.188
2022-04-30T03:26:00Z,2022-05-27T21:21:00Z,completed,RU,RU,Others,oil_or_chemical,37379,27565405.203
2022-04-30T02:29:00Z,2022-05-10T10:59:00Z,completed,KZ,GR,EU,crude_oil,157946,79118810.25342605
2022-04-30T18:43:00Z,2022-05-15T04:09:00Z,completed,RU,FR,EU,oil_or_chemical,40403,33266335.289
2022-04-30T14:47:00Z,2022-05-10T02:48:00Z,completed,RU,TR,Turkey,oil_or_chemical,6589,5200131.046
2022-04-30T14:07:00Z,2022-06-09T02:46:00Z,completed,RU,CN,China,coal,52464,9084298.992
2022-05-01T08:43:00Z,2022-05-06T14:55:00Z,completed,RU,TR,Turkey,coal,32252,5580660.316
2022-05-02T07:41:00Z,2022-05-05T08:14:00Z,completed,RU,RO,EU,crude_oil,115896,58257128.56937218
2022-05-03T21:34:00Z,2022-05-17T07:33:00Z,completed,RU,TR,Turkey,coal,6261,1093514.955
2022-04-24T05:09:00Z,2022-04-28T01:50:00Z,completed,RU,JP,Others,lng,80229,51319763.514
2022-04-28T11:09:00Z,2022-05-02T23:55:00Z,completed,RU,JP,Others,lng,79983,50648035.005
2022-04-25T20:40:00Z,2022-05-05T17:49:00Z,completed,RU,PT,EU,lng,96796,97968877.132
2022-04-24T07:47:00Z,2022-04-28T22:43:00Z,completed,RU,DE,EU,oil_products,13030,11018076.79
2022-04-04T23:51:00Z,2022-04-05T01:27:00Z,completed,KZ,RU,Others,crude_oil,113306,57880687.49604725
2022-04-05T20:18:00Z,2022-04-26T02:35:00Z,completed,KZ,IN,India,crude_oil,158266,78342307.85326685
2022-04-06T10:51:00Z,2022-04-08T05:50:00Z,completed,RU,RO,EU,crude_oil,158513,72437892.67609324
2022-04-07T05:18:00Z,2022-04-12T14:03:00Z,completed,RU,GR,EU,oil_or_chemical,45467,40665866.668
2022-04-07T09:44:00Z,2022-05-18T08:19:00Z,completed,KZ,KR,South Korea,crude_oil,157553,71083039.29150395
2022-04-08T01:23:00Z,2022-04-27T04:37:00Z,completed,RU,IN,India,crude_oil,157470,72603610.2732104
2022-05-02T19:57:00Z,2022-05-08T16:10:00Z,completed,RU,BE,EU,coal,5208,1293516.168
2022-05-03T12:20:00Z,2022-05-29T18:38:00Z,completed,RU,CU,Others,oil_or_chemical,8234,6079236.306
2022-04-26T17:24:00Z,2022-05-04T03:49:00Z,completed,RU,TR,Turkey,oil_or_chemical,7013,5608625.711
2022-05-01T11:21:00Z,2022-05-01T11:37:00Z,completed,RU,RU,Others,oil_products,6999,5163673.227
2022-05-01T08:46:00Z,2022-05-05T11:04:00Z,completed,RU,BG,EU,coal,5176,1288787.768
2022-04-24T20:14:00Z,2022-04-30T11:27:00Z,completed,RU,NL,EU,crude_oil,114700,52039041.49153039
2022-04-24T14:42:00Z,2022-06-08T06:41:00Z,completed,RU,MX,Others,oil_or_chemical,49999,37776594.453
2022-04-25T02:36:00Z,2022-05-11T02:46:00Z,completed,RU,BE,EU,oil_or_chemical,49999,41996260.058
2022-04-25T18:24:00Z,2022-05-06T18:53:00Z,completed,RU,NL,EU,coal,115429,29238396.558
2022-04-25T17:22:00Z,2022-05-15T13:22:00Z,completed,RU,TR,Turkey,oil_or_chemical,37312,30043808.96
2022-04-25T14:28:00Z,2022-05-13T15:12:00Z,completed,RU,TR,Turkey,coal,77116,13037230.96
2022-04-26T11:40:00Z,2022-05-25T20:29:00Z,completed,RU,BR,Others,coal,31837,5751927.116
2022-04-26T16:22:00Z,2022-05-20T13:09:00Z,completed,RU,TR,Turkey,coal,6500,1098227
2022-04-26T13:53:00Z,2022-04-26T17:54:00Z,completed,RU,RU,Others,oil_products,8269,6166490.984
2022-04-27T11:40:00Z,2022-05-17T17:07:00Z,completed,RU,EG,Others,crude_oil,105641,49211383.80026532
2022-04-27T10:25:00Z,2022-04-27T23:42:00Z,completed,RU,EE,EU,oil_products,32200,26749828
2022-04-27T08:52:00Z,2022-05-13T12:30:00Z,completed,RU,MA,Others,coal,81400,14751877.8
2022-04-28T00:58:00Z,2022-05-04T09:38:00Z,completed,RU,BE,EU,oil_products,47402,39219798.574
2022-04-28T07:07:00Z,2022-08-08T22:15:00Z,completed,RU,DE,EU,coal,81290,20420942.19
2022-04-28T04:59:00Z,2022-06-08T08:27:00Z,completed,RU,CN,China,crude_oil,106094,51456398.59772738
2022-04-28T03:24:00Z,2022-04-29T19:07:00Z,completed,RU,FI,EU,coal,34148,8578353.228
2022-04-28T02:42:00Z,2022-05-03T03:07:00Z,completed,RU,NL,EU,oil_or_chemical,39208,32440189.496
2022-04-28T19:57:00Z,2022-05-04T08:37:00Z,completed,RU,NL,EU,crude_oil,105330,51085852.77488477
2022-04-30T21:15:00Z,2022-05-06T12:32:00Z,completed,RU,NL,EU,crude_oil,109980,55091529.71060866
2022-05-01T06:41:00Z,2022-06-26T01:08:00Z,completed,RU,CN,China,coal,76741,13270053.72
2022-05-01T22:55:00Z,2022-06-06T01:28:00Z,completed,RU,IN,India,coal,75122,16951354.422
2022-05-01T18:31:00Z,2022-06-11T18:54:00Z,completed,RU,MY,Others,crude_oil,158640,79471895.90321735
2022-05-02T12:32:00Z,2022-05-09T08:51:00Z,completed,RU,NL,EU,oil_products,47149,38803249.808
2022-05-02T11:32:00Z,2022-05-18T14:38:00Z,completed,RU,MA,Others,coal,60414,11095574.826
2022-05-02T17:49:00Z,2022-05-13T03:49:00Z,completed,RU,BE,EU,oil_products,40558,33378909.536
2022-04-13T11:12:00Z,2022-04-15T22:25:00Z,completed,RU,JP,Others,coal,16201,3656322.685
2022-04-07T23:15:00Z,2022-04-09T07:01:00Z,completed,RU,RU,Others,oil_products,7019,5607408.91
2022-04-24T07:30:00Z,2022-05-05T06:14:00Z,completed,RU,KR,South Korea,coal,68591,12427934.699
2022-04-25T03:27:00Z,2022-04-29T01:30:00Z,completed,RU,JP,Others,coal,19995,4494136.185
2022-03-23T23:58:00Z,2022-04-29T17:04:00Z,completed,RU,TH,Others,coal,61131,12215685.468
2022-05-01T07:02:00Z,2022-05-22T11:56:00Z,completed,RU,TW,Others,coal,19002,3480596.34
2022-05-01T21:39:00Z,2022-05-08T05:02:00Z,completed,RU,KR,South Korea,coal,19116,3501477.72
2022-05-02T13:10:00Z,2022-05-09T00:41:00Z,completed,RU,KR,South Korea,coal,5436,998370.324
2022-05-03T18:51:00Z,2022-05-21T01:42:00Z,completed,RU,CN,China,oil_products,46697,32536274.841
2022-04-24T13:35:00Z,2022-04-28T14:54:00Z,completed,RU,BE,EU,lng,9125,9254410.75
2022-03-28T03:56:00Z,2022-05-17T11:02:00Z,completed,RU,MA,Others,crude_oil,64999,35945952.44466503
2022-03-29T08:55:00Z,2022-05-07T15:37:00Z,completed,RU,CN,China,crude_oil,109990,58881146.19954314
2022-04-28T04:11:00Z,2022-05-03T15:17:00Z,completed,RU,FR,EU,oil_or_chemical,50922,42132200.814
2022-04-28T02:39:00Z,2022-05-01T16:04:00Z,completed,RU,BE,EU,lng,10445,10566893.15
2022-04-28T17:15:00Z,2022-05-09T08:32:00Z,completed,RU,ES,EU,coal,57000,14319027
2022-04-30T07:33:00Z,2022-05-05T10:00:00Z,completed,RU,FR,EU,oil_or_chemical,37297,30708969.811
2022-03-30T23:26:00Z,2022-04-08T21:48:00Z,completed,RU,MA,Others,coal,93005,19293422.225
2022-04-01T04:47:00Z,2022-04-16T07:01:00Z,completed,RU,BE,EU,oil_products,47402,43557982.212
2022-04-01T22:33:00Z,2022-04-15T07:51:00Z,completed,RU,BE,EU,oil_or_chemical,39208,36028466.448
2022-05-01T19:53:00Z,2022-05-25T12:39:00Z,completed,RU,ES,EU,coal,31812,7920965.316
2022-04-06T15:16:00Z,2022-04-12T09:26:00Z,completed,RU,BE,EU,oil_or_chemical,37321,33640664.227
2022-04-06T14:45:00Z,2022-05-03T05:31:00Z,completed,RU,IN,India,crude_oil,122018,55760264.38558065
2022-04-06T23:36:00Z,2022-04-21T15:32:00Z,completed,RU,MA,Others,coal,55697,10759824.945
2022-04-06T20:24:00Z,2022-05-31T09:08:00Z,completed,RU,CN,China,oil_or_chemical,50923,38793141.4
2022-04-06T16:57:00Z,2022-04-12T22:28:00Z,completed,RU,NL,EU,crude_oil,115867,52949356.271731
2022-04-07T10:08:00Z,2022-04-12T20:45:00Z,completed,RU,NL,EU,oil_or_chemical,49999,44719305.596
2022-04-08T18:09:00Z,2022-05-13T05:46:00Z,completed,RU,SD,Others,oil_or_chemical,49996,39667876.316
2022-02-24T23:22:00Z,2022-02-24T23:53:00Z,completed,RU,RU,Others,coal,81061,11696372.751
2022-04-26T04:21:00Z,2022-05-05T04:29:00Z,completed,RU,CN,China,coal,40000,6961080
2022-04-26T17:37:00Z,2022-06-04T00:55:00Z,completed,RU,JP,Others,coal,27112,6121510.032
2022-04-27T16:03:00Z,2022-05-02T13:09:00Z,completed,RU,CN,China,coal,28843,5017932.082
2022-04-30T17:17:00Z,2022-05-12T15:41:00Z,completed,RU,ID,Others,coal,19997,3653031.963
2022-05-01T02:55:00Z,2022-05-07T07:34:00Z,completed,RU,CN,China,coal,28520,4931678.4
2022-05-02T10:32:00Z,2022-05-07T04:29:00Z,completed,RU,CN,China,coal,10700,1847718.8
2022-04-28T18:00:00Z,2022-05-18T16:55:00Z,completed,RU,AZ,Others,oil_products,6653,4922927.268
2022-03-16T23:02:00Z,2022-03-24T20:40:00Z,completed,RU,KR,South Korea,coal,72917,13692354.26
2022-03-19T04:07:00Z,2022-03-31T07:04:00Z,completed,RU,MY,Others,coal,79454,15333271.282
2022-03-22T06:57:00Z,2022-03-27T03:40:00Z,completed,RU,JP,Others,coal,88730,22972108.27
2022-03-23T14:38:00Z,2022-04-14T00:37:00Z,completed,RU,IN,India,coal,81805,20467774.61
2022-03-25T05:05:00Z,2022-03-25T05:50:00Z,completed,RU,RU,Others,coal,13567,2755104.958
2022-03-26T11:59:00Z,2022-04-07T04:52:00Z,completed,RU,KR,South Korea,coal,81791,16739100.687
2022-03-28T11:47:00Z,2022-04-04T00:43:00Z,completed,RU,KR,South Korea,coal,52454,10852627.692
2022-03-28T21:02:00Z,2022-04-09T21:49:00Z,completed,RU,VN,Others,coal,93018,19245238.164
2022-03-30T22:06:00Z,2022-05-07T06:26:00Z,completed,RU,FR,EU,coal,180848,54496012.928
2022-03-31T14:49:00Z,2022-04-18T09:32:00Z,completed,RU,KR,South Korea,coal,68591,14177759.7
2022-04-02T11:36:00Z,2022-04-18T02:26:00Z,completed,RU,IN,India,coal,56868,14605010.364
2022-05-02T18:37:00Z,2022-05-16T17:18:00Z,completed,RU,NL,EU,coal,77008,19126553.968
2022-05-03T21:48:00Z,2022-06-29T11:50:00Z,completed,RU,IN,India,coal,76554,17282677.932
2022-04-24T20:19:00Z,2022-05-01T03:31:00Z,completed,RU,CN,China,coal,25064,4390059.856
2022-04-25T21:31:00Z,2022-04-25T21:52:00Z,completed,RU,RU,Others,coal,26541,4803496.344
2022-05-03T19:32:00Z,2022-05-08T22:46:00Z,completed,RU,CN,China,coal,23716,4095350.028
2022-04-25T15:44:00Z,2022-05-01T08:32:00Z,completed,RU,NL,EU,oil_or_chemical,37822,31768286.324
2022-04-27T00:27:00Z,2022-05-25T01:57:00Z,completed,RU,IN,India,crude_oil,109989,51236838.848623
2022-04-27T08:51:00Z,2022-07-01T10:19:00Z,completed,RU,CN,China,crude_oil,115577,53839930.57130531
2022-04-28T03:22:00Z,2022-05-04T04:54:00Z,completed,RU,NL,EU,crude_oil,112459,54543472.10871325
2022-04-28T01:15:00Z,2022-04-30T13:20:00Z,completed,RU,DE,EU,oil_or_chemical,37039,30645587.093
2022-04-28T14:57:00Z,2022-05-10T12:49:00Z,completed,RU,IT,EU,crude_oil,108386,52568036.0662552
2022-04-29T10:23:00Z,2022-05-05T03:54:00Z,completed,RU,BE,EU,oil_products,40600,33476324
2022-04-29T08:56:00Z,2022-05-05T02:27:00Z,completed,RU,NL,EU,crude_oil,113848,57028499.34673047
2022-05-01T00:30:00Z,2022-05-03T06:03:00Z,completed,RU,PL,EU,crude_oil,113969,57093623.954827145
2022-05-02T05:21:00Z,2022-05-07T04:19:00Z,completed,RU,DE,EU,oil_products,40549,33371502.608
2022-04-24T04:12:00Z,2022-04-25T22:40:00Z,completed,RU,GE,Others,oil_products,6614,4997187.858
2022-04-04T07:55:00Z,2022-04-15T13:10:00Z,completed,RU,DE,EU,coal,106563,30297779.034
2022-04-24T04:48:00Z,2022-04-27T22:14:00Z,completed,RU,KR,South Korea,oil_or_chemical,14359,10848899.373
2022-04-26T14:05:00Z,2022-05-03T09:52:00Z,completed,RU,KR,South Korea,coal,180201,32556554.268
2022-04-28T11:50:00Z,2022-05-01T00:36:00Z,completed,RU,RU,Others,oil_products,5500,4069758
2022-05-02T09:13:00Z,2022-05-27T08:23:00Z,completed,RU,IN,India,coal,88266,19909278.96
2022-05-03T09:32:00Z,2022-05-10T02:30:00Z,completed,RU,CN,China,coal,34505,5958426.915
2022-05-03T17:36:00Z,2022-05-10T08:11:00Z,completed,RU,KR,South Korea,coal,91439,16846904.238
2022-05-04T03:21:00Z,2022-05-16T05:50:00Z,completed,RU,CN,China,coal,77247,13367516.103
2022-04-29T03:48:00Z,2022-05-08T03:50:00Z,completed,RU,CN,China,coal,52424,9094672.792
2022-04-29T15:56:00Z,2022-05-05T06:55:00Z,completed,RU,RU,Others,oil_or_chemical,12712,9383769.584
2022-03-24T03:14:00Z,2022-03-24T03:46:00Z,completed,RU,RU,Others,coal,75210,15151881.81
2022-03-26T13:18:00Z,2022-04-03T05:59:00Z,completed,RU,CN,China,coal,73762,14420471
2022-04-01T12:47:00Z,2022-05-06T07:34:00Z,completed,RU,HR,EU,coal,76525,22625458.025
2022-04-03T09:05:00Z,2022-04-11T12:07:00Z,completed,RU,CN,China,coal,70189,13545283.787
2022-03-26T01:54:00Z,2022-04-09T15:01:00Z,completed,RU,CN,China,coal,50337,9840883.5
2022-03-28T22:14:00Z,2022-05-09T23:18:00Z,completed,RU,TW,Others,coal,48610,10057311.78
2022-03-26T03:17:00Z,2022-03-29T03:39:00Z,completed,RU,JP,Others,coal,13567,3564566.446
2022-04-03T23:58:00Z,2022-05-02T03:29:00Z,completed,RU,IN,India,crude_oil,105475,52085583.152788386
2022-01-02T21:09:00Z,2022-01-04T17:23:00Z,completed,RU,TR,Turkey,coal,5326,606242.602
2022-04-11T22:19:00Z,2022-04-19T10:44:00Z,completed,RU,TR,Turkey,oil_or_chemical,18041,15124528.022
2022-01-11T14:30:00Z,2022-01-22T10:44:00Z,completed,RU,RU,Others,coal,5326,643231.672
2022-04-26T01:18:00Z,2022-04-30T10:21:00Z,completed,RU,RU,Others,oil_products,7029,5241778.344
2022-04-26T13:55:00Z,2022-05-01T06:36:00Z,completed,RU,CN,China,coal,26541,4618850.607
2022-01-04T05:28:00Z,2022-01-25T02:42:00Z,completed,RU,IN,India,coal,76610,10458414.15
2022-01-06T04:48:00Z,2022-01-06T05:23:00Z,completed,RU,RU,Others,coal,16955,2018797.94
2022-01-07T23:10:00Z,2022-01-15T04:23:00Z,completed,RU,CN,China,coal,56842,6397680.784
2022-01-08T09:40:00Z,2022-01-14T22:58:00Z,completed,RU,JP,Others,coal,28364,4549613.964
2022-01-09T10:10:00Z,2022-01-23T01:30:00Z,completed,RU,CN,China,coal,47183,5319977.616
2022-01-09T23:30:00Z,2022-01-29T03:55:00Z,completed,RU,IN,India,coal,76606,10571091.758
2022-01-13T14:41:00Z,2022-01-18T06:35:00Z,completed,RU,JP,Others,coal,16813,2825929.04
2022-01-14T07:17:00Z,2022-02-04T21:44:00Z,completed,RU,RU,Others,coal,68591,8380242.607
2022-01-14T20:28:00Z,2022-01-26T09:58:00Z,completed,RU,VN,Others,coal,87052,10635752.204
2022-01-17T09:32:00Z,2022-01-22T22:56:00Z,completed,RU,JP,Others,coal,91521,16126183.242
2022-01-24T08:00:00Z,2022-02-03T09:01:00Z,completed,RU,JP,Others,coal,16813,3205902.84
2022-01-28T04:28:00Z,2022-02-16T23:11:00Z,completed,RU,JP,Others,coal,27930,5543490.54
2022-01-29T06:16:00Z,2022-02-03T02:29:00Z,completed,RU,CN,China,coal,52421,6168588.754
2022-01-31T11:47:00Z,2022-03-25T07:11:00Z,completed,RU,JP,Others,coal,92307,18810043.539
2022-02-02T08:01:00Z,2022-02-02T08:48:00Z,completed,RU,RU,Others,coal,53430,7182648.33
2022-02-04T13:37:00Z,2022-03-13T10:19:00Z,completed,RU,CN,China,coal,63547,7706725.972
2022-02-10T22:52:00Z,2022-02-12T23:30:00Z,completed,RU,KR,South Korea,coal,48913,6826836.323
2022-02-13T16:59:00Z,2022-03-01T15:33:00Z,completed,RU,VN,Others,coal,82577,11665817.944
2022-02-15T20:41:00Z,2022-04-21T05:47:00Z,completed,RU,BR,Others,coal,84861,12058493.517
2022-02-15T15:36:00Z,2022-05-02T09:40:00Z,completed,RU,BR,Others,coal,81886,11635754.942
2022-02-17T17:12:00Z,2022-02-26T02:24:00Z,completed,RU,CN,China,coal,82206,10546207.74
2022-02-20T02:22:00Z,2022-03-04T15:21:00Z,completed,RU,ID,Others,coal,53553,7671413.697
2022-02-20T16:39:00Z,2022-04-15T14:45:00Z,completed,RU,KR,South Korea,coal,55582,7962065.918
2022-02-23T23:36:00Z,2022-03-18T11:50:00Z,completed,RU,IN,India,coal,92025,15216701.85
2022-01-17T00:33:00Z,2022-02-01T22:07:00Z,completed,RU,NL,EU,coal,75603,10102753.287
2022-01-03T09:50:00Z,2022-01-17T07:38:00Z,completed,RU,MY,Others,coal,75486,8908480.29
2022-01-11T00:48:00Z,2022-01-25T12:28:00Z,completed,RU,MY,Others,coal,75395,9105604.94
2022-01-22T05:24:00Z,2022-01-31T00:55:00Z,completed,RU,JP,Others,coal,82090,15320538.79
2022-01-23T08:54:00Z,2022-02-02T21:32:00Z,completed,RU,TW,Others,coal,106690,13585051.08
2022-01-26T06:37:00Z,2022-02-01T03:03:00Z,completed,RU,CN,China,coal,81166,9447235.404
2022-01-31T15:36:00Z,2022-02-19T02:59:00Z,completed,RU,RU,Others,coal,63301,8409664.452
2022-02-09T10:04:00Z,2022-02-18T00:55:00Z,completed,RU,KR,South Korea,coal,151335,21016950.795
2022-02-15T22:17:00Z,2022-02-28T05:29:00Z,completed,RU,KR,South Korea,coal,173764,24691343.108
2022-02-17T18:51:00Z,2022-04-15T03:01:00Z,completed,RU,IN,India,coal,63518,10337745.054
2022-02-08T07:20:00Z,2022-02-08T07:41:00Z,completed,RU,RU,Others,coal,48610,6717561.73
2022-02-08T07:07:00Z,2022-02-15T00:40:00Z,completed,RU,CN,China,coal,28306,3498763.13
2022-02-10T18:15:00Z,2022-02-19T01:24:00Z,completed,RU,RU,Others,coal,7212,1006586.052
2022-02-12T00:55:00Z,2022-02-27T05:11:00Z,completed,RU,CN,China,coal,53171,6711775.33
2022-01-07T15:13:00Z,2022-01-17T07:31:00Z,completed,RU,RU,Others,coal,5465,652766.925
2022-02-01T16:12:00Z,2022-02-10T12:18:00Z,completed,RU,RU,Others,coal,5465,729670.405
2022-02-12T09:59:00Z,2022-02-15T21:15:00Z,completed,RU,RO,EU,coal,5465,857622.45
2022-02-19T03:10:00Z,2022-02-24T03:02:00Z,completed,RU,RO,EU,coal,5534,897902.568
2022-02-23T16:20:00Z,2022-02-28T05:47:00Z,completed,RU,TR,Turkey,coal,5465,768384.465
2022-02-23T14:27:00Z,2022-03-02T08:15:00Z,completed,RU,RO,EU,coal,5465,901189.43
2022-02-08T21:13:00Z,2022-03-01T00:32:00Z,completed,RU,KR,South Korea,coal,48610,6717561.73
2022-05-05T03:10:00Z,2022-05-23T02:50:00Z,completed,RU,RU,Others,oil_products,6677,4937093.986
2022-05-05T16:22:00Z,2022-05-20T09:12:00Z,completed,KZ,NL,EU,crude_oil,113306,60094092.78599525
2022-05-05T15:26:00Z,2022-05-14T19:44:00Z,completed,RU,HR,EU,oil_or_chemical,39575,32627450.45
2022-05-05T09:00:00Z,2022-05-07T20:04:00Z,completed,RU,BG,EU,oil_products,7023,5790084.258
2022-05-04T22:30:00Z,2022-05-13T09:11:00Z,completed,RU,GR,EU,oil_products,6640,5467754.48
2022-05-04T09:24:00Z,2022-05-11T22:55:00Z,completed,RU,NL,EU,oil_or_chemical,38734,31895783.438
2022-05-05T20:12:00Z,2022-05-18T13:49:00Z,completed,RU,TR,Turkey,coal,81323,14383680.333
2022-05-05T15:13:00Z,2022-06-27T15:29:00Z,completed,RU,IL,Others,coal,50169,9331634.676
2022-05-05T10:35:00Z,2022-05-05T16:33:00Z,completed,RU,RU,Others,oil_products,8269,6114247.442
2022-05-05T03:46:00Z,2022-05-12T03:43:00Z,completed,RU,NL,EU,oil_or_chemical,52620,43382348.52
